案件編號
216356
187715
195395
215250
198064
215549
217160
217196
190404
212457
214911
214871
215207
214416
215208
200045
214798
214896
215201
214802
215031
208391
216458
217519
203975
215037
215927
212947
216975
212923
213293
206290
217413
212935
217071
217130
212973
214697
212801
207516
217016
212462
217155
214075
215213
217070
205738
202146
202461
202148
216593
210950
214605
212829
205595
213553
217133
212592
208921
208949
216496
217040
212520
213084
214101
216961
214623
217083
212796
214604
215544
208144
214731
212527
210095
212782
211577
216068
216113
211366
216394
216395
213840
212938
210475
216144
213698
213688
213640
212861
216077
212368
215137
214578
215180
213788
215329
215081
215070
214583
214594
212435
215185
212808
212691
212665
212741
212601
212788
212052
187511
187512
187662
183114
183115
183385
183383
187664
183116
183387
187510
187660
187503
187505
183389
183531
187501
187658
183782
187509
183429
183614
183392
183426
187504
187506
187655
187657
183379
183381
183390
183424
187500
212044
213749
183724
212375
183754
183755
214436
211852
211100
211096
212380
212060
187666
211093
211730
211986
213718
213725
211664
211638
211677
211672
211581
198766
211080
202368
211141
211071
208332
207878
210704
212424
210402
212894
210136
210544
202069
202074
207930
208676
209355
208591
206429
208357
206471
202198
202202
196518
196525
196693
196861
196868
196918
196929
197204
197211
204786
202185
202192
202292
204792
204881
196867
196869
196944
197201
197203
197205
197210
204791
196517
196519
196526
196692
196694
196860
196919
196926
196928
197221
204875
195353
196864
196866
196930
197200
205729
202189
202286
202182
202293
204793
204794
196516
196727
196859
196920
196927
197202
202187
202206
202287
197207
196521
196522
196722
196922
196925
196520
196523
196524
196923
196924
196941
197006
197206
197209
204795
204796
204878
202181
196729
196863
196865
196931
197197
197199
196021
183759
183761
183760
199498
207353
205602
206126
198748
198730
198737
198744
198755
198740
198759
198739
198742
198678
198754
198761
198763
198732
198734
198749
198751
198738
198747
206159
201237
201236
193717
198893
198894
198891
198895
198899
198884
198886
198901
198885
198902
198887
198898
198890
198904
198882
193899
198905
192291
195269
188095
184502
183672
176130
177860
170344
153026
163199
144568
157455
151008
151007
150710
150704
150711
150708
151009
150718
156835
151372
151800
148028
147126
148172
139599
142877
158683
110162
85476
110168
85468
130411
110132
126714
117516
119458
110661
110660
105354
105395
105287
105369
105273
105357
105276
105368
105374
105349
99752
96088
86543
87008
86608
86554
86605
87665
87677
87662
87669
86888
89422
86552
86462
86017
86312
76912
76910
84313
84334
83936
80194
83930
83932
83935
83934
79550
77590
67935
59614
52553
52947
53327
